"""siteid""","""sitename""","""county""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 01:00",5.6
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 01:00",18.6
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 01:00",47
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 01:00",38.3
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 01:00",0
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 01:00",0.03
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 01:00",2.5
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 01:00",0.3
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 02:00",0
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 02:00",18.5
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 02:00",38.3
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 02:00",2.6
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 02:00",1.91
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 02:00",2.6
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 02:00",0.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 02:00",6
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 02:00",4.4
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 02:00",4.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 02:00",0.22
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 02:00",1.93
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 02:00",48
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 02:00",51
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 02:00",8
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 02:00",89
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 02:00",0.02
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 02:00",0.2
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 03:00",88
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 03:00",1.9
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 03:00",38.3
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 03:00",0.02
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 03:00",1.93
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 03:00",2.1
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 03:00",4.4
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 03:00",0
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 03:00",3
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 03:00",0.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 03:00",0.21
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 03:00",63
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 03:00",4.1
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 03:00",18.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 03:00",8
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 03:00",0.3
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 03:00",1.91
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 03:00",56
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 04:00",3.9
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 04:00",45
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 04:00",1.92
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 04:00",88
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 04:00",2.1
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 04:00",47
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 04:00",4.3
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 04:00",38.2
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 04:00",2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 04:00",4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 04:00",0.2
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 04:00",1.94
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 04:00",0.3
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 04:00",0
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 04:00",18.9
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 04:00",0.5
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 04:00",0.02
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 04:00",5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 05:00",8
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 05:00",0.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 05:00",0.21
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 05:00",36.3
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 05:00",44
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 05:00",1.6
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 05:00",1.93
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 05:00",0
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 05:00",4.3
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 05:00",89
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 05:00",18.9
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 05:00",4.1
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 05:00",0.2
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 05:00",44
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 05:00",0.02
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 05:00",1.95
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 05:00",1.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 05:00",8
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 06:00",1.1
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 06:00",1.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 06:00",6
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 06:00",0.2
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 06:00",0.04
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 06:00",1.99
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 06:00",1.95
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 06:00",0
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 06:00",5.6
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 06:00",40
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 06:00",0.1
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 06:00",34
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 06:00",20
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 06:00",89
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 06:00",5.4
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 06:00",18.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 06:00",5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 06:00",0.24
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 07:00",2.5
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 07:00",0.06
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 07:00",19.2
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 07:00",87
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 07:00",32
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 07:00",1.95
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 07:00",0.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 07:00",3
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 07:00",0.28
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 07:00",1.8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 07:00",7.3
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 07:00",32.8
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 07:00",34
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 07:00",0.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 07:00",5
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 07:00",0
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 07:00",7.6
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 07:00",2
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 08:00",1.93
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 08:00",15
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 08:00",0.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 08:00",7
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 08:00",33.3
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 08:00",0.06
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 08:00",1.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 08:00",3
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 08:00",39
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 08:00",1.9
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 08:00",20
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 08:00",0.28
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 08:00",0
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 08:00",1.99
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 08:00",7.9
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 08:00",7.2
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 08:00",83
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 08:00",0.7
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 09:00",78
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 09:00",0
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 09:00",32
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 09:00",6
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 09:00",2
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 09:00",21.1
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 09:00",8.8
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 09:00",0.4
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 09:00",7.7
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 09:00",1.8
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 09:00",33.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 09:00",0.3
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 09:00",31
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 09:00",5
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 09:00",1.1
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 09:00",0.07
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 09:00",1.93
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 09:00",1.6
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 10:00",1.92
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 10:00",0
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 10:00",0.06
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 10:00",1.98
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 10:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 10:00",35.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 10:00",2
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 10:00",68
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 10:00",7
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 10:00",1.1
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 10:00",41
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 10:00",0.3
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 10:00",8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 10:00",6.9
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 10:00",2.5
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 10:00",22.1
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 10:00",1.7
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 10:00",39
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 11:00",0.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 11:00",2
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 11:00",22.6
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 11:00",37.2
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 11:00",64
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 11:00",1.95
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 11:00",5
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 11:00",5.7
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 11:00",33
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 11:00",0.05
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 11:00",0
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 11:00",0.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 11:00",0.25
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 11:00",2.8
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 11:00",1.9
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 11:00",49
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 11:00",2.2
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 11:00",6.6
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 12:00",0.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 12:00",6
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 12:00",0.5
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 12:00",1.98
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 12:00",5.5
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 12:00",61
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 12:00",2.7
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 12:00",43
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 12:00",37.8
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 12:00",2.2
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 12:00",42
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 12:00",0.06
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 12:00",6.3
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 12:00",22.9
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 12:00",1.92
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 12:00",0.27
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 12:00",5
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 12:00",0
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 13:00",38.2
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 13:00",59
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 13:00",1.95
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 13:00",1.9
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 13:00",3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 13:00",5
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 13:00",5.6
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 13:00",0
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 13:00",38
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 13:00",23
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 13:00",0.4
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 13:00",0.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 13:00",0.24
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 13:00",0.05
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 13:00",26
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 13:00",5.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 13:00",10
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 13:00",2.4
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 14:00",59
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 14:00",17
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 14:00",2.5
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 14:00",32
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 14:00",0.05
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 14:00",0.3
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 14:00",36.1
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 14:00",1.96
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 14:00",0.8
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 14:00",26
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 14:00",0
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 14:00",1.91
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 14:00",8
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 14:00",3.2
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 14:00",6.9
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 14:00",6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 14:00",0.25
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 14:00",22.8
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 15:00",1.96
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 15:00",6
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 15:00",2.5
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 15:00",40
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 15:00",34
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 15:00",1.9
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 15:00",0.7
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 15:00",0.06
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 15:00",62
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 15:00",2.9
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 15:00",34.7
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 15:00",22.4
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 15:00",0
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 15:00",15
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 15:00",6.7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 15:00",0.25
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 15:00",0.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 15:00",6
24,新竹,新竹市,11,風向,WIND_DIREC,degrees,"2023-01-01 16:00",34
24,新竹,新竹市,5,氮氧化物,NOx,ppb,"2023-01-01 16:00",8.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2023-01-01 16:00",17
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 16:00",31.8
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 16:00",2.1
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 16:00",0.6
24,新竹,新竹市,8,總碳氫化物,THC,ppm,"2023-01-01 16:00",1.99
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 16:00",40
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 16:00",21.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 16:00",0.28
24,新竹,新竹市,23,雨量,RAINFALL,mm,"2023-01-01 16:00",0
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 16:00",1.92
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 16:00",9
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 16:00",7.6
24,新竹,新竹市,38,相對濕度,RH,%,"2023-01-01 16:00",66
24,新竹,新竹市,6,一氧化氮,NO,ppb,"2023-01-01 16:00",0.5
24,新竹,新竹市,9,非甲烷碳氫化合物,NMHC,ppm,"2023-01-01 16:00",0.07
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 16:00",2.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2023-01-01 17:00",0.28
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2023-01-01 17:00",8.7
24,新竹,新竹市,143,小時風速值,WS_HR,m/sec,"2023-01-01 17:00",2
24,新竹,新竹市,3,臭氧,O3,ppb,"2023-01-01 17:00",30.2
24,新竹,新竹市,31,甲烷,CH4,ppm,"2023-01-01 17:00",1.92
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2023-01-01 17:00",7
24,新竹,新竹市,14,溫度,AMB_TEMP,℃,"2023-01-01 17:00",21
24,新竹,新竹市,144,小時風向值,WD_HR,degrees,"2023-01-01 17:00",48
24,新竹,新竹市,10,風速,WIND_SPEED,m/sec,"2023-01-01 17:00",2
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2023-01-01 17:00",0.5
