"""siteid""","""sitename""","""county""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 10:00",0.34
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 10:00",30.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 10:00",18
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 10:00:00",0.34
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 10:00:00",1.8
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 10:00:00",11
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 10:00:00",10.6
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 10:00:00",18
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 10:00:00",30.3
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 11:00",11.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 11:00",12
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 11:00",2.5
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 11:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 11:00",25.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 11:00",23
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 11:00:00",11.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 11:00:00",12
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 11:00:00",23
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 11:00:00",25.9
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 11:00:00",0.28
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 11:00:00",2.5
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 12:00",8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 12:00",6.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 12:00",19
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 12:00",30.7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 12:00",0.26
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 12:00",1.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 12:00:00",8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 12:00:00",6.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 12:00:00",19
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 12:00:00",30.7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 12:00:00",0.26
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 12:00:00",1.4
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 13:00",1.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 13:00",10
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 13:00",7.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 13:00",20
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 13:00",28.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 13:00",0.23
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 13:00:00",10
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 13:00:00",1.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 13:00:00",0.23
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 13:00:00",28.6
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 13:00:00",20
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 13:00:00",7.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 14:00",8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 14:00",4.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 14:00",16
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 14:00",29
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 14:00",0.21
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 14:00",0.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 14:00:00",16
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 14:00:00",8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 14:00:00",4.7
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 14:00:00",29
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 14:00:00",0.21
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 14:00:00",0.7
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 15:00",5.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 15:00",7
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 15:00",0.6
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 15:00",0.22
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 15:00",28.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 15:00",19
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 15:00:00",7
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 15:00:00",0.6
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 15:00:00",28.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 15:00:00",0.22
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 15:00:00",19
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 15:00:00",5.6
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 16:00",23.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 16:00",0.25
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 16:00",1.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 16:00",11
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 16:00",9.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 16:00",20
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 16:00:00",11
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 16:00:00",1.4
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 16:00:00",0.25
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 16:00:00",23.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 16:00:00",20
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 16:00:00",9.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 17:00",11
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 17:00",14.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 17:00",20
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 17:00",16.1
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 17:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 17:00",0.34
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 17:00:00",2.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 17:00:00",20
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 17:00:00",14.8
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 17:00:00",16.1
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 17:00:00",11
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 17:00:00",0.34
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 18:00",0.46
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 18:00",21
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 18:00",16.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 18:00",25
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 18:00",14.5
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 18:00",1.2
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 18:00:00",1.2
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 18:00:00",0.46
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 18:00:00",14.5
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 18:00:00",25
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 18:00:00",16.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 18:00:00",21
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 19:00",0.62
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 19:00",10
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 19:00",8.2
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 19:00",24
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 19:00",0.9
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 19:00",21.7
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 19:00:00",8.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 19:00:00",10
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 19:00:00",21.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 19:00:00",24
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 19:00:00",0.62
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 19:00:00",0.9
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 20:00",0.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 20:00",12
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 20:00",18.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 20:00",20
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 20:00",10.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 20:00",0.45
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 20:00:00",0.6
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 20:00:00",12
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 20:00:00",18.9
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 20:00:00",20
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 20:00:00",10.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 20:00:00",0.45
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 21:00",21.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 21:00",18
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 21:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 21:00",0.45
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 21:00",3.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 21:00",29
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 21:00:00",21.9
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 21:00:00",18
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 21:00:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 21:00:00",0.45
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 21:00:00",3.8
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 21:00:00",29
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 22:00",19
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 22:00",21
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 22:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 22:00",0.31
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 22:00",13.1
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 22:00",26
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 22:00:00",13.1
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 22:00:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 22:00:00",0.31
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 22:00:00",26
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 22:00:00",19
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 22:00:00",21
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 23:00",1.7
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 23:00",16.4
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 23:00",26
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 23:00",21.8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 23:00",0.26
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 23:00",15
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-01 23:00:00",26
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-01 23:00:00",16.4
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-01 23:00:00",15
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-01 23:00:00",1.7
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-01 23:00:00",0.26
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-01 23:00:00",21.8
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-02 00:00",16.3
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-02 00:00",24
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-02 00:00",36
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-02 00:00",27.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-02 00:00",0.27
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-02 00:00",1.8
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-02 00:00:00",0.27
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-02 00:00:00",16.3
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-02 00:00:00",36
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-02 00:00:00",27.1
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-02 00:00:00",1.8
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-02 00:00:00",24
24,新竹,新竹市,1,二氧化硫,SO2,ppb,"2022-03-02 01:00",2.1
24,新竹,新竹市,2,一氧化碳,CO,ppm,"2022-03-02 01:00",0.28
24,新竹,新竹市,3,臭氧,O3,ppb,"2022-03-02 01:00",39.7
24,新竹,新竹市,4,懸浮微粒,PM10,μg/m3,"2022-03-02 01:00",40
24,新竹,新竹市,7,二氧化氮,NO2,ppb,"2022-03-02 01:00",10.2
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-02 01:00",29
24,新竹,新竹市,33,細懸浮微粒,PM2.5,μg/m3,"2022-03-02 01:00:00",29
